cycle;name;location.x;location.y;location.z;name;dataZone;nm_children;pop;over16;nm_hh;AB_car_prob;C1_car_prob;C2_car_prob;DE_car_prob;prob_social;simd;crimeRate;norm_crime;avg_dis_sh;neigh_play;daily_play_per_child;avg_FSA;avg_walk;daily_OD;zone_mvpa;mvpa_home;mvpa_sc;mvpa_road;mvpa_play_field;mvpa_home_garden;mvpa_park;mvpa_PG;mvpa_amenity;mvpa_shops;mvpa_F_home;mvpa_fsa;mvpa_OD
11286;zone0;8448.90275962388;2625.4515469546564;0.0;zone0;S01010195;19;531;390;212;[0.0,0.481481,0.518519];[0.261538,0.646154,0.092308];[0.12,0.59,0.29];[0.447368,0.368421,0.184211];[0.418918918919,0.283783783784,0.202702702703,0.0945945945946];1;0.0;-0.540229885057;979;67;0.14105263157894737;0.5789473684210527;43.802105263157905;35.421052631578945;72.22315789473684;10.894736842105264;29.526315789473685;14.947368421052632;1.5663157894736845;0.0;3.941052631578947;0.09052631578947368;3.8126315789473684;0.5452631578947369;3.103157894736842;2.1578947368421053;9.0
11286;zone1;8656.736904000718;2165.9902346445633;0.0;zone1;S01010198;18;1027;748;394;[0.058824,0.529412,0.411765];[0.305785,0.561983,0.132231];[0.219858,0.496454,0.283688];[0.523179,0.331126,0.145695];[0.48623853211,0.229357798165,0.266055045872,0.0183486238532];1;1609.0;1.3102524676;1380;67;0.14666666666666667;1.0;58.768888888888895;37.22222222222222;77.86222222222221;10.444444444444445;29.833333333333332;19.944444444444443;1.744444444444444;0.0;3.4044444444444446;0.06222222222222223;4.475555555555555;0.36666666666666675;2.3066666666666666;3.388888888888889;9.222222222222221
11286;zone2;8537.588755655543;3024.028900129281;0.0;zone2;S01010201;22;643;453;253;[0.0,0.47619,0.52381];[0.270833,0.3125,0.416667];[0.088,0.48,0.432];[0.296552,0.434483,0.268966];[0.365853658537,0.292682926829,0.292682926829,0.0487804878049];2;219.0;-0.28762447053;893;99;0.17636363636363636;1.1818181818181819;42.236363636363635;41.13636363636363;69.06909090909092;9.590909090909092;27.363636363636363;14.5;1.270909090909091;0.0;4.425454545454546;0.0;3.787272727272727;0.37636363636363634;2.1290909090909094;3.8636363636363638;9.090909090909092
11286;zone3;8059.42097232239;3767.666522351409;0.0;zone3;S01010203;30;671;504;260;[0.090909,0.363636,0.545455];[0.263804,0.460123,0.276074];[0.094828,0.422414,0.482759];[0.183824,0.375,0.441176];[0.272727272727,0.218181818182,0.363636363636,0.145454545455];3;215.0;-0.292668818285;1979;130;0.168;1.2;77.97066666666666;41.233333333333334;86.68533333333332;10.266666666666667;30.4;26.7;2.0786666666666664;0.0;3.5866666666666664;0.0;5.489333333333333;0.20800000000000005;2.2453333333333334;4.0;10.633333333333333
11286;zone4;8368.288440296214;3565.498290652094;0.0;zone4;S01010204;30;800;589;381;[0.272727,0.727273,0.0];[0.627451,0.27451,0.098039];[0.444444,0.533333,0.022222];[0.600619,0.321981,0.077399];[0.595041322314,0.157024793388,0.239669421488,0.00826446280992];1;497.0;0.0317745673598;1496;103;0.12666666666666668;1.3666666666666667;60.38933333333334;36.96666666666667;76.70933333333333;9.466666666666667;28.7;20.933333333333334;1.5213333333333332;0.0;3.3520000000000008;0.04533333333333333;3.8400000000000003;0.31600000000000006;2.1533333333333333;4.8;8.266666666666667
11286;zone5;8034.229745798958;3515.110462853287;0.0;zone5;S01010205;15;658;534;355;[0.411765,0.117647,0.470588];[0.465116,0.457364,0.077519];[0.317757,0.588785,0.093458];[0.593458,0.280374,0.126168];[0.466666666667,0.2,0.3,0.0333333333333];1;925.0;0.523434132086;1153;50;0.13333333333333333;1.2666666666666666;48.30133333333333;32.333333333333336;73.45599999999999;11.133333333333333;29.266666666666666;16.466666666666665;1.6826666666666665;0.0;3.189333333333333;0.0;3.181333333333333;0.44000000000000006;1.976;4.466666666666667;7.533333333333333
11286;zone6;7457.064719570519;3739.055375726369;0.0;zone6;S01010208;18;903;745;565;[0.30137,0.589041,0.109589];[0.48062,0.457364,0.062016];[0.272727,0.613636,0.113636];[0.66055,0.270642,0.068807];[0.233333333333,0.133333333333,0.461111111111,0.172222222222];1;603.0;0.153385979085;1351;47;0.10222222222222223;1.8888888888888888;57.126666666666665;25.833333333333332;74.46888888888888;9.88888888888889;28.666666666666668;19.5;1.808888888888889;0.0;1.5644444444444443;0.0;2.6222222222222222;0.38222222222222224;1.913333333333333;6.222222222222222;5.444444444444445
11286;zone7;7917.838214725937;1939.334458859395;0.0;zone7;S01010209;24;966;677;468;[0.172414,0.586207,0.241379];[0.333333,0.414966,0.251701];[0.381944,0.458333,0.159722];[0.545852,0.336245,0.117904];[0.337931034483,0.248275862069,0.303448275862,0.110344827586];1;2053.0;1.82052250092;1706;71;0.115;1.4166666666666667;65.98666666666665;30.875;76.78000000000002;9.333333333333334;28.375;22.75;1.2083333333333333;0.0;3.6333333333333333;0.0;2.643333333333333;0.34500000000000003;2.0466666666666664;4.916666666666667;6.958333333333333
11286;zone8;7878.406567747077;2721.2634132011362;0.0;zone8;S01010210;18;885;641;416;[0.173913,0.456522,0.369565];[0.21519,0.5,0.28481];[0.189781,0.386861,0.423358];[0.422111,0.442211,0.135678];[0.394736842105,0.236842105263,0.254385964912,0.114035087719];1;344.0;-0.144253829852;1119;81;0.16666666666666666;1.0;52.12444444444444;37.72222222222222;79.50222222222222;11.666666666666666;30.333333333333332;17.72222222222222;2.4666666666666663;0.0;5.015555555555556;0.0;3.433333333333334;0.36444444444444446;2.5488888888888894;4.166666666666667;10.444444444444445
11286;zone9;7785.599648345685;3201.783800714137;0.0;zone9;S01010211;22;858;634;452;[0.147059,0.705882,0.147059];[0.384615,0.452991,0.162393];[0.469565,0.4,0.130435];[0.722656,0.226563,0.050781];[0.473214285714,0.169642857143,0.285714285714,0.0714285714286];1;430.0;-0.0456985893816;1105;65;0.11090909090909092;1.6818181818181819;54.940000000000005;28.59090909090909;74.0109090909091;10.136363636363637;28.318181818181817;18.772727272727273;2.2018181818181817;0.0;3.2545454545454544;0.0;2.0690909090909093;0.3381818181818182;1.7327272727272727;5.363636363636363;7.0
