cycle,name,location.x,location.y,my_zone,gender,socio,my_fit,outplay,my_crime,my_simd,my_simd_imp,num_friends,num_car,id_catch,my_neigh_prob,dis_school,x_cor,y_cor,school_walk_prob,avg_mvpa,avg_walk,daily_od,daily_od_mvpa,mvpa_home,mvpa_sc,mvpa_road,mvpa_play_field,mvpa_home_garden,mvpa_park,mvpa_PG,mvpa_amenity,mvpa_shops,mvpa_F_home,mvpa_fsa,per_days_sixt
11286,children987,5198.210812,4158.619565,zone(48),girl,1,1.241755208,0.845596446,-0.062712094,1,0.6,4,0,33,0.101471574,1042,258441,666916,1,58.76,44.16,16,4,14,22,14,2.84,0,0.52,0.16,0.92,0.72,2,0,0.44
11286,children988,5221.146917,4144.614326,zone(48),girl,1,1.606798704,0.827258444,-0.062712094,1,0.6,7,0,33,0.099271013,835,258441,666916,1,73.28,32.72,35,12,18,25,11,9.04,0,1.92,0,1.52,1.28,4.08,0,0.8
11286,children989,5268.95862,4153.980048,zone(48),girl,1,1.049198105,0.734111764,-0.062712094,1,0.6,3,0,33,0.088093412,854,258497,666930,1,56.2,36.16,25,5,12,21,13,3.88,0,0,0,1.36,1.44,2.72,0,0.32
11286,children990,4820.426285,3898.954651,zone(49),girl,3,0.647831702,0.947317132,0.384523851,1,0.6,4,0,33,0.113678056,915,258061,667174,1,58.04,64.24,9,1,6,19,22,1.32,0,0,0,0.16,0.04,0.52,6,0.44
11286,children991,4911.914155,3692.839653,zone(49),girl,1,1.056914564,0.842627143,0.384523851,1,0.6,7,2,26,0.101115257,1081,258150,667351,0,55.68,13.76,21,5,10,22,5,2.88,0,1.64,0,0.72,0.08,2.6,9,0.32
11286,children992,4996.00809,3805.209408,zone(49),boy,3,0.731723431,0.859885465,0.384523851,1,0.6,8,1,33,0.103186256,1296,258238,667265,0.310248842,56.44,35.8,28,6,9,22,12,2.84,0,0.56,0.16,2.52,0.24,2.4,3,0.44
11286,children993,5077.264334,3834.307337,zone(49),boy,4,0.939641403,1.193810731,0.384523851,1,0.6,5,1,33,0.143257288,1296,258284,667213,0.818804561,79.28,53.48,1,0,12,24,18,0,0,0,0,0.36,0.68,0,22,0.96
11286,children994,4987.392924,3805.825966,zone(49),girl,1,0.872006522,1.108872143,0.384523851,1,0.6,4,0,33,0.133064657,891,258238,667265,1,52.28,43.96,24,4,8,20,14,4,0,0.32,0.44,0.12,0.56,2.64,0,0.28
11286,children995,4869.126111,3772.71587,zone(49),boy,1,1.2025321,1.147256873,0.384523851,1,0.6,8,0,33,0.137670825,859,258107,667302,1,84.04,46.64,47,19,16,27,16,13,0,5.04,0,1.24,0.2,5.04,0,0.92
11286,children996,4841.012793,3727.803259,zone(49),boy,4,0.882362571,1.196823072,0.384523851,1,0.6,4,0,33,0.143618769,755,258091,667344,1,71.32,44.84,45,13,10,24,15,8.08,0,3.76,0.44,1.68,0.08,1.76,4,0.76
11286,children997,4986.901981,3839.206126,zone(49),girl,3,0.771476323,0.814993375,0.384523851,1,0.6,5,2,33,0.097799205,1296,258284,667213,0,44.08,12.76,19,3,9,20,4,1.04,0,0.92,0,1.08,0.36,1.64,5,0.08
11286,children998,4957.567288,3981.964121,zone(49),boy,4,0.843070129,1.334173015,0.384523851,1,0.6,5,0,33,0.160100762,1106,258204,667093,1,62.6,39.2,37,7,11,23,13,3.04,0,0,0.64,3.92,0.2,2.16,4,0.56
11286,children999,4770.871575,3826.518249,zone(49),girl,3,1.026182253,1.217932052,0.384523851,1,0.6,6,1,33,0.146151846,1355,258028,667260,0.802719342,57.4,38.36,53,10,10,21,13,4.88,0,0,1.72,3.48,0.44,0.96,0,0.36
11286,children1000,4864.516469,3759.064642,zone(49),boy,1,1.134034263,1.002454951,0.384523851,1,0.6,6,1,33,0.120294594,1535,258107,667302,0.637175369,69.24,45.08,17,5,16,26,15,0.76,0,2.68,0,2.32,0.52,4.72,0,0.6
11286,children1001,4954.049966,3795.107255,zone(49),girl,3,0.628868605,0.988837078,0.384523851,1,0.6,7,0,33,0.118660449,1396,258198,667279,1,54.4,62.32,26,3,6,19,20,1.24,0,0,0,2.08,0.36,2.08,2,0.36
11286,children1002,4758.195419,3658.183986,zone(50),boy,4,0.994349203,1.413191745,-0.282827881,1,0.6,4,0,26,0.169583009,615,257997,667422,1,66.52,33.72,40,14,13,24,11,12.36,0,0,0.08,1.8,0.84,1.96,0,0.64
11286,children1003,4688.954087,3682.510038,zone(50),boy,4,0.972284636,1.332622149,-0.282827881,1,0.6,6,1,26,0.159914658,477,257925,667377,0.835050734,70.52,32,58,19,13,24,11,12.44,0,5,0,1.68,0.56,0.92,0,0.72
11286,children1004,4726.233856,3688.038073,zone(50),boy,3,1.376922742,0.86631194,-0.282827881,1,0.6,9,2,26,0.103957433,477,257961,667369,0.739935519,78.88,15.52,9,3,18,29,5,1.16,0,0.48,0.36,1.36,0,2.72,19,0.88
11286,children1005,4518.075626,3500.061709,zone(50),girl,4,0.830337009,1.035609,-0.282827881,1,0.6,4,2,26,0.12427308,604,257721,667471,0.765398792,52.56,30.96,21,4,7,20,10,2.88,0,1.84,0,0,0.16,2.44,6,0.4
11286,children1006,4550.913042,3694.327038,zone(50),boy,4,1.145981239,0.908220809,-0.282827881,1,0.6,6,0,26,0.108986497,491,257788,667407,1,81.72,49.88,15,5,18,26,18,5.16,0,0,0,0.44,0.36,0.48,11,0.76
11286,children1007,4729.465855,3719.38729,zone(50),boy,4,1.112215127,1.26002562,-0.282827881,1,0.6,7,2,26,0.151203074,477,257961,667369,0.74622364,77,30.12,18,7,16,25,9,6.04,0,0,0.24,0.8,0.2,1.72,15,0.8
11286,children1008,4670.504184,3726.928202,zone(50),boy,3,0.935955414,0.984711908,-0.282827881,1,0.6,6,1,26,0.118165429,477,257911,667379,0.960099343,70.88,26.6,41,13,11,25,9,8.4,0,3.6,0,1.56,0.72,1.48,9,0.76
11286,children1009,4651.521766,3874.710135,zone(51),girl,1,0.3,1.02478345,-0.265781391,2,0.7,6,1,92,0.143469683,631,257880,667196,0.924515647,38.56,38.88,38,3,2,17,14,1.32,0,1.08,0.52,0.36,0.12,1.2,0,0.12
11286,children1010,4456.929091,3915.170288,zone(51),girl,3,0.695390291,1.230422112,-0.265781391,2,0.7,5,2,73,0.172259096,1541,257663,667160,0,46.68,21.24,20,4,7,20,6,1.16,0,2.44,0.44,0.2,0.08,1.24,7,0.12
11286,children1011,4634.942579,3983.430481,zone(51),boy,3,1.543012799,0.980883598,-0.265781391,2,0.7,6,2,92,0.137323704,734,257859,667095,0.55729316,97.68,22.72,23,9,18,30,8,3.28,0,3.36,1.96,0.96,0,1.52,29,1
11286,children1012,4635.832382,3945.396919,zone(51),girl,4,0.826668559,0.843199143,-0.265781391,2,0.7,7,0,92,0.11804788,756,257867,667124,1,64.12,62.24,15,2,7,20,20,2.24,0,0.44,0,0.08,0.16,0.48,11,0.6
11286,children1013,4381.664678,3884.430057,zone(51),girl,3,1.032549865,0.655523853,-0.265781391,2,0.7,6,1,92,0.091773339,557,257627,667196,0.881444151,58.8,37.2,17,2,12,21,14,0.48,0,0,0.6,1.72,1.12,2.96,3,0.56
11286,children1014,4497.498839,3962.775108,zone(51),girl,3,1.135030676,1.096487164,-0.265781391,2,0.7,4,1,92,0.153508203,779,257772,667101,0,52.88,17.08,26,6,12,22,6,4.4,0,1.2,0.76,0.32,0.08,4.16,0,0.24
11286,children1015,4672.452529,3781.92857,zone(51),girl,4,0.362288504,0.613733401,-0.265781391,2,0.7,8,2,26,0.085922676,597,257916,667272,0.813368848,35.4,30.12,9,1,3,17,10,0.12,0,0.96,0,0,0,1.44,1,0.04
11286,children1016,4660.249369,3910.818101,zone(51),boy,3,0.980798005,0.77762803,-0.265781391,2,0.7,8,1,92,0.108867924,785,257874,667164,0.456459957,57.12,19.68,21,6,15,24,7,1.04,0,4.04,0.48,0.92,0.28,3.6,0,0.32
11286,children1017,4657.348727,3906.033019,zone(51),boy,4,1.45068327,1.138208054,-0.265781391,2,0.7,3,1,92,0.159349128,785,257874,667164,0.671572205,86.32,22.8,51,26,18,28,8,23.16,0,2.52,0,0.4,0.4,4,0,0.72
11286,children1018,4376.034353,3885.061997,zone(51),boy,2,1.013621642,0.776684189,-0.265781391,2,0.7,6,1,92,0.108735787,557,257627,667196,0.422426621,71,34.44,29,10,12,25,13,6.88,0,1,0.16,2.24,0.32,3.68,4,0.64
11286,children1019,4453.410891,3910.962703,zone(51),boy,3,1.411684551,1.065184746,-0.265781391,2,0.7,8,1,73,0.149125864,1125,257663,667160,0.594137748,101.92,45.88,31,12,15,29,16,0,0,5.24,2.64,4.28,0.28,1.56,26,1
11286,children1020,4409.001484,3903.739573,zone(51),girl,3,0.56646259,1.045712486,-0.265781391,2,0.7,5,1,73,0.146399748,1541,257663,667160,0.296877146,55.88,48.88,40,5,5,19,17,1.24,0,4.08,0,0.52,0,0.08,8,0.36
11286,children1021,4580.245139,3870.687318,zone(51),boy,3,1.397717105,1.496116251,-0.265781391,2,0.7,5,1,92,0.209456275,631,257772,667189,0.901569687,82.96,34.24,42,18,19,28,12,8.48,0,5.48,0.32,4.08,0.32,3.84,0,0.88
11286,children1022,4433.708174,3757.787116,zone(52),girl,3,0.898827991,1.194116306,-0.172537834,5,1,5,1,26,0.238823261,514,257691,667305,0.860209624,62.4,32.28,42,11,9,21,11,6.2,0,5.2,0,0,0.52,1.08,6,0.56
11286,children1023,4390.302225,3715.155973,zone(52),boy,3,0.823353542,1.085422737,-0.172537834,5,1,7,1,26,0.217084547,554,257597,667358,0.87409219,72.96,34.48,38,11,10,22,12,9.36,0,0.84,0,1.04,0,0.12,16,0.84
11286,children1024,4433.923482,3731.436302,zone(52),boy,4,0.807696818,0.923126606,-0.172537834,5,1,4,1,26,0.184625321,513,257743,667316,0.667803607,63.84,27.28,36,10,10,23,10,7.32,0,2.04,0.12,0.68,0.04,0.96,7,0.44
11286,children1025,4587.356544,3777.185254,zone(52),girl,4,1.393642746,0.815685515,-0.172537834,5,1,6,1,26,0.163137103,560,257822,667288,0.862240124,88.16,50.52,24,8,12,24,16,8.48,0,0,0,0,0.24,0,26,1
11286,children1026,4567.705358,3769.287155,zone(52),girl,3,0.619275438,0.596259539,-0.172537834,5,1,4,1,26,0.119251908,513,257743,667316,0.823594167,47.16,36.36,29,4,6,19,13,3.16,0,0.44,0.76,0.2,0.72,1.84,0,0.16
11286,children1027,4339.087219,3692.112077,zone(52),boy,4,1.01360638,0.749000904,-0.172537834,5,1,5,1,26,0.149800181,327,257597,667358,0.871708926,71.52,29.72,27,6,13,25,10,2.32,0,1.72,2.44,0,0.6,1.36,13,0.76
11286,children1028,4376.385653,3750.509054,zone(52),boy,4,0.329034565,0.739774877,-0.172537834,5,1,6,1,26,0.147954975,554,257586,667320,0,38.2,13.72,48,8,5,19,4,4.44,0,2.76,0,1.12,0,1.12,0,0.12
11286,children1029,4345.557837,3751.793685,zone(52),boy,3,1.066443859,1.251212317,-0.172537834,5,1,7,1,26,0.250242463,554,257586,667320,0.810723704,79.04,30.32,41,15,13,25,10,10.56,0,5.32,0,0,0.76,1.8,11,0.76
11286,children1030,4575.633616,3785.927153,zone(52),boy,3,1.178268345,0.933947437,-0.172537834,5,1,4,1,26,0.186789487,560,257822,667288,0.854150462,84.08,39.4,18,8,14,26,14,8.36,0,0,0,0,0.72,1.76,18,0.96
11286,children1031,4587.5353,4004.856468,zone(53),boy,4,1.764202245,1.059862821,-0.244477583,4,0.9,5,0,92,0.190775308,965,257809,667045,1,111.2,60.64,33,18,20,32,19,14.08,0,1.6,0.36,2.16,0,3.84,16,1
11286,children1032,4541.478441,4016.112768,zone(53),boy,4,0.874881312,1.445731067,-0.244477583,4,0.9,3,1,92,0.260231592,965,257809,667045,0.279156095,73.8,32.96,28,7,10,24,10,5.72,0,0.4,0.72,0.64,0,0,21,0.76
11286,children1033,4148.201164,3963.704079,zone(53),girl,4,1.07912408,0.964369922,-0.244477583,4,0.9,4,0,73,0.173586586,1677,257390,667075,1,77.28,68.92,46,10,10,22,24,4.56,0,3.16,1.68,1.32,0.44,0.56,8,0.92
11286,children1034,4386.135421,3940.856612,zone(53),girl,4,0.901986394,1.269410662,-0.244477583,4,0.9,7,1,73,0.228493919,1233,257627,667130,0.860049607,62.04,45.36,29,6,9,20,15,2.68,0,2.72,0.44,0.16,0.16,0.8,9,0.6
11286,children1035,4427.471127,3987.922185,zone(53),boy,4,1.134853418,0.810031247,-0.244477583,4,0.9,4,2,92,0.145805625,592,257681,667085,0.85138447,67.2,31.24,30,10,15,26,11,3.92,0,3.04,0.76,2.44,2.28,1.24,0,0.72
11286,children1036,4205.003387,3942.156812,zone(53),girl,4,1.14965582,1.183786199,-0.244477583,4,0.9,8,1,73,0.213081516,767,257464,667182,0.973596637,72.64,45.92,60,16,10,22,16,5.2,0,9.12,1.72,0.36,0,2.6,4,0.8
11286,children1037,4383.260676,3935.882422,zone(53),girl,4,1.359449289,0.856211708,-0.244477583,4,0.9,5,0,73,0.154118107,2123,257627,667130,1,87.32,93.28,50,15,11,24,32,5.48,0,6.24,4.08,0.16,0,3.76,0,0.96
11286,children1038,4465.491155,3972.093595,zone(53),boy,1,0.870132138,1.033794311,-0.244477583,4,0.9,5,1,92,0.186082976,592,257681,667085,0.940236154,75.48,46.92,81,18,10,24,16,6.24,0,3.88,3.4,5.44,0,1.84,4,0.8
11286,children1039,4460.803028,4019.516366,zone(53),girl,3,0.660795291,1.054443774,-0.244477583,4,0.9,3,0,73,0.189799879,1418,257732,667038,1,60.8,67.88,50,10,5,19,23,4.64,0,5,0.36,0.16,0.16,1.96,0,0.52
11286,children1040,5235.230839,3677.459654,zone(54),boy,1,1.067693226,0.944987662,-0.540229885,1,0.6,5,0,63,0.113398519,1703,258478,667394,1,89.36,75.76,23,7,13,25,26,3.36,0,1.88,0.2,2.32,0.28,0.92,15,1
11286,children1041,5405.785213,3434.633375,zone(54),girl,1,1.663880527,0.735526234,-0.540229885,1,0.6,6,0,63,0.088263148,2206,258652,667630,1,88.04,93.36,16,7,15,26,33,0.96,0,6.24,0,0.32,0.96,5.36,0,0.96
11286,children1042,5257.26236,3475.22006,zone(54),boy,2,0.950558496,0.963880049,-0.540229885,1,0.6,7,0,63,0.115665606,2337,258498,667590,1,100.48,115.12,32,9,10,25,40,1.44,0,2.8,0.36,4.44,0,1.16,13,0.96
11286,children1043,5358.16772,3485.089067,zone(54),girl,2,0.768433481,1.385682987,-0.540229885,1,0.6,6,1,63,0.166281958,2299,258600,667585,0,41.16,18.72,19,3,8,19,6,1.72,0,0.76,0,0.64,0.2,1.24,2,0.04
11286,children1044,5612.954785,3736.675204,zone(55),boy,1,0.763639404,0.762422034,0.120406534,1,0.6,5,0,63,0.091490644,856,258855,667327,1,67.04,55.76,21,4,9,23,19,1.36,0,1.04,0,2.48,0.12,1.96,7,0.6
11286,children1045,5485.545346,3463.64301,zone(55),boy,4,1.013600973,1.267735287,0.120406534,1,0.6,5,2,63,0.152128234,688,258732,667604,0.884580115,74.04,29.72,62,20,13,26,9,8.28,0,5.44,0.36,6.32,0.2,3.92,0,0.56
11286,children1046,5615.441156,3658.008858,zone(55),boy,2,0.950557738,0.837977821,0.120406534,1,0.6,8,1,63,0.100557339,964,258856,667415,0.355851011,59.44,38.12,13,2,12,25,12,1,0,0,0,1.96,0.92,5.24,0,0.44
11286,children1047,5490.699598,3457.353441,zone(55),girl,2,1.166800078,1.034063696,0.120406534,1,0.6,5,0,63,0.124087643,688,258732,667604,1,61.44,45.48,36,6,12,22,15,0.52,0,0.56,0.4,5.16,0.36,3.92,0,0.56
11286,children1048,5660.14971,3445.310431,zone(55),girl,1,1.107237407,1.299410848,0.120406534,1,0.6,7,0,63,0.155929302,866,258845,667279,1,66.92,55.32,54,11,10,22,19,1.04,0,5,0,5.44,0.36,2.6,0,0.6
11286,children1049,5613.252579,3747.734676,zone(55),girl,2,1.262074937,0.821696532,0.120406534,1,0.6,7,1,63,0.098603584,856,258855,667327,0,53.16,17.76,15,4,14,23,6,0.84,0,3.84,0,0.28,0.8,3.56,0,0.36
11286,children1050,5641.76293,3638.15669,zone(55),boy,1,1.028989064,0.958486991,0.120406534,1,0.6,5,1,63,0.115018439,964,258888,667435,0,65.88,17.08,9,2,12,24,5,0,0,0,0,2.44,0.24,0.96,19,0.64
11286,children1051,5687.575606,3461.001904,zone(55),girl,1,0.699519772,0.889397165,0.120406534,1,0.6,6,0,63,0.10672766,564,258917,667605,1,47.72,39.44,26,4,8,19,12,0.88,0,2.8,0,0.88,0.44,2.4,0,0.12
11286,children1052,5547.306018,3461.488925,zone(55),boy,4,1.370701244,0.820611732,0.120406534,1,0.6,8,1,63,0.098473408,621,258788,667609,0.963116379,82.88,36.56,17,7,18,28,13,3.16,0,0,0,3.88,0.68,2.68,12,0.92
11286,children1053,5608.430513,3762.069001,zone(55),boy,1,1.298168374,1.016243535,0.120406534,1,0.6,6,0,63,0.121949224,866,258852,667306,1,86.88,65.64,23,7,16,28,22,1.56,0,0,0,5.48,1,5.96,6,0.96
11286,children1054,5517.332348,3513.745367,zone(55),girl,1,0.996705889,1.259214391,0.120406534,1,0.6,10,0,63,0.151105727,688,258761,667551,1,61.52,52.96,41,7,8,21,18,1.48,0,3.2,0,3.28,0.64,3.6,0,0.64
11286,children1055,5518.272285,3456.578279,zone(55),girl,3,0.881829785,0.894231409,0.120406534,1,0.6,8,0,63,0.107307769,688,258758,667607,1,53.76,42.88,27,5,9,20,14,1.04,0,2.56,0,1.76,0.92,3.16,0,0.28
11286,children1056,5599.21384,3790.212288,zone(55),girl,3,0.775738336,0.84591555,0.120406534,1,0.6,5,0,63,0.101509866,866,258845,667279,1,61.36,62.92,16,2,7,20,22,0.48,0,0.56,0,1.28,0.52,0.48,8,0.56
11286,children1057,5460.596206,3244.196947,zone(56),boy,1,0.339945199,0.872203082,1.223642716,1,0.6,5,0,63,0.10466437,2147,258696,667826,1,59.16,82.72,25,2,3,18,30,0.76,0,1.08,0,1.04,0.04,1,2,0.52
11286,children1058,5479.848697,3431.739476,zone(56),girl,3,0.978826433,1.294686608,1.223642716,1,0.6,5,1,63,0.155362393,778,258715,667640,0.547793845,58.8,33.48,26,5,11,22,12,1.84,0,1.32,0,1.88,0,1.24,7,0.52
11286,children1059,5282.027457,3326.784309,zone(56),boy,1,0.950840844,0.886800526,1.223642716,1,0.6,4,0,126,0.106416063,2181,258518,667741,1,97.68,111.96,7,1,9,24,39,0,0,0,0,1.88,0.2,0,22,1
11286,children1060,5934.457348,3344.925159,zone(56),boy,1,1.325188853,0.928945223,1.223642716,1,0.6,8,0,63,0.111473427,374,259180,667721,1,69.48,28.64,24,9,17,27,10,6.16,0,1.52,0,2.16,0.68,3.6,0,0.6
11286,children1061,5546.998921,3431.65047,zone(56),boy,2,0.814437748,0.908134543,1.223642716,1,0.6,5,0,63,0.108976145,650,258785,667639,1,59.48,43.64,31,7,9,22,15,2.28,0,2.12,0,3.28,0.44,3.12,0,0.48
11286,children1062,5896.765676,3453.20142,zone(56),boy,2,0.777792027,0.846470282,1.223642716,1,0.6,5,1,63,0.101576434,299,259137,667622,1,56.68,26.2,20,6,10,23,9,5.84,0,0,0,0.56,0.72,2.84,3,0.36
11286,children1063,5779.050719,3233.31514,zone(56),boy,1,1.130837487,1.073294706,1.223642716,1,0.6,6,0,63,0.128795365,692,259029,667876,1,68.2,37.96,12,4,14,26,13,1.6,0,3,0,0,1.04,3.96,5,0.68
11286,children1064,5376.304803,3216.981406,zone(56),boy,1,1.058496813,1.096506391,1.223642716,1,0.6,9,0,63,0.131580767,1914,258619,667850,1,79.68,79.48,27,9,13,25,27,3.68,0,2.6,0,3.48,0.64,3.28,0,0.8
11286,children1065,5264.210916,3401.452029,zone(56),girl,3,0.913458387,1.120846152,1.223642716,1,0.6,3,2,63,0.134501538,2220,258510,667663,0,43.84,13.96,15,3,9,21,4,1.16,0,0.68,0,1.2,1.56,3.76,0,0.24
11286,children1066,5893.978649,3455.665628,zone(56),girl,1,0.956643696,0.960638754,1.223642716,1,0.6,3,1,63,0.11527665,299,259137,667622,1,49.36,22.04,14,3,11,21,7,0,0,2.56,0,0.96,1.12,1.2,3,0.28
11286,children1067,5477.102061,3425.985227,zone(56),girl,3,0.930143355,1.128512387,1.223642716,1,0.6,4,1,63,0.135421486,778,258715,667640,0.251760577,52.48,29.88,21,3,10,21,10,0.52,0,1.84,0.08,1.08,0.32,1.16,5,0.24
11286,children1068,5389.076572,3167.697514,zone(56),boy,3,1.073336792,0.762524803,1.223642716,1,0.6,5,1,63,0.091502976,1914,258627,667897,0,52.52,7.76,10,3,16,26,2,2.16,0,0,0,1.28,0.56,3.4,0,0.24
11286,children1069,5496.072893,3155.507432,zone(56),boy,4,1.328289704,0.812548675,1.223642716,1,0.6,5,2,63,0.097505841,1776,258735,667911,0,80.32,23.44,13,5,16,27,8,3.52,0,0,0,1.88,1.36,1.6,19,0.88
11286,children1070,5495.203823,3157.547448,zone(56),girl,1,0.809500063,1.017426055,1.223642716,1,0.6,3,1,63,0.122091127,1776,258735,667911,0,40.84,8.16,12,1,10,19,2,0.96,0,0,0,0.88,0.48,3.12,2,0.08
11286,children1071,5343.093624,3286.144106,zone(56),boy,1,1.074977346,1.110472371,1.223642716,1,0.6,4,0,63,0.133256684,2147,258579,667780,1,79.36,82.48,24,7,12,25,29,2.24,0,2.12,0,3.56,0.56,2.84,0,0.96
11286,children1072,5386.939511,3171.25535,zone(56),boy,4,0.924392557,1.143320955,1.223642716,1,0.6,5,0,63,0.137198515,1914,258627,667897,1,97.32,100.4,10,2,10,24,35,0,0,1,0,1.68,0,0,23,1
11286,children1073,5298.224392,3286.400896,zone(56),boy,3,0.844025627,0.875616597,1.223642716,1,0.6,4,0,126,0.105073992,2025,258538,667787,1,68,76.28,23,5,10,22,26,3.36,0,1.04,0,1.56,0.24,2.4,0,0.6
11286,children1074,5498.095895,3156.744957,zone(56),boy,3,1.441717723,1.068977411,1.223642716,1,0.6,6,1,63,0.128277289,1776,258735,667911,0,81.88,28.52,28,11,19,29,10,4.44,0,4.96,0,2.52,0.48,3.76,7,0.8
11286,children1075,5471.853225,3163.944294,zone(56),girl,1,1.330768329,0.787051799,1.223642716,1,0.6,6,0,63,0.094446216,1914,258717,667909,1,70.48,66.44,16,5,12,24,24,1.56,0,3.2,0,0.4,0.64,3.72,0,0.64
11286,children1076,5625.480035,3432.978962,zone(56),girl,1,0.869849952,1.087209044,1.223642716,1,0.6,5,1,63,0.130465085,643,258861,667637,0.973475326,53.12,29.2,50,9,10,20,10,1.68,0,4.52,0,3.36,0,2.04,0,0.4
11286,children1077,5609.761346,3147.363831,zone(56),girl,2,1.164166227,0.99914069,1.223642716,1,0.6,5,0,63,0.119896883,850,258864,667927,1,54,31.92,11,1,12,23,11,0,0,0,0,1.64,0,5.52,0,0.36
11286,children1078,5479.720493,3205.661338,zone(56),boy,2,0.838143733,1.360077281,1.223642716,1,0.6,9,0,63,0.163209274,1853,258713,667866,1,73.44,73.52,40,9,9,23,25,3.72,0,2.08,0,3.88,0.36,3.96,0,0.76
11286,children1079,5573.514973,3083.493772,zone(57),girl,1,0.713379032,0.8588814,0.247477927,1,0.6,5,0,63,0.103065768,1755,258812,667984,1,56,67.64,17,2,8,19,23,0.72,0,0.48,0.2,1.08,0.72,1.52,0,0.36
11286,children1080,5596.091183,3061.440224,zone(57),girl,3,0.788097096,0.995484855,0.247477927,1,0.6,7,0,63,0.119458183,1239,258839,668002,1,55.56,59.96,33,5,7,19,20,0.56,0,3,0.08,1.96,0.24,1.68,0,0.32
11286,children1081,5587.589333,3112.462634,zone(57),girl,1,0.92936687,1.213225486,0.247477927,1,0.6,7,0,63,0.145587058,1279,258827,667956,1,67.84,67.56,37,7,7,21,23,1.04,0,4.04,0,2.8,1.32,2.76,2,0.72
11286,children1082,5268.700053,3074.058654,zone(57),boy,1,0.752470004,0.816413386,0.247477927,1,0.6,4,0,126,0.097969606,2009,258508,667992,1,69.2,77.92,15,4,10,22,27,3.28,0,0.4,0,0.92,0.48,3.56,0,0.68
11286,children1083,5309.502501,3032.114614,zone(57),girl,1,1.465960881,0.646035659,0.247477927,1,0.6,5,0,126,0.077524279,1855,258546,668039,1,76.52,68,16,5,14,25,24,1.04,0,3.52,0.2,0.96,0.68,6.12,0,0.92
11286,children1084,5636.866851,3109.969408,zone(57),boy,2,0.649775873,1.007273443,0.247477927,1,0.6,5,1,63,0.120872813,1279,258876,667960,0.20645154,54.08,33.48,13,3,9,21,12,0,0,2.16,0,0.88,0,1.52,6,0.28
11286,children1085,5467.901945,3091.29062,zone(57),boy,1,0.975633346,0.768306076,0.247477927,1,0.6,9,0,63,0.092196729,1780,258711,667980,1,76.48,79.84,24,7,12,24,26,2.64,0,1.48,0,2.92,0.88,4.84,0,0.84
11286,children1086,5620.702866,3026.177886,zone(57),boy,1,0.719959147,1.21797584,0.247477927,1,0.6,6,0,63,0.146157101,1023,258861,668040,1,56.28,38.8,43,9,9,21,13,3.6,0,0,0,5.72,0.32,1.92,0,0.4
11286,children1087,5571.609873,3060.247784,zone(57),girl,3,1.128139803,1.03481561,0.247477927,1,0.6,5,0,63,0.124177873,1755,258809,668012,1,72.92,88.4,23,4,10,22,30,0.64,0,1.48,0,2.84,0.52,4.72,0,0.64
11286,children1088,5602.778914,3111.181232,zone(57),girl,3,0.960914638,1.217760652,0.247477927,1,0.6,4,0,63,0.146131278,1279,258844,667958,1,62.96,59.48,22,4,9,20,20,1.84,0,0.44,0,1.84,0,0.2,8,0.52
11286,children1089,5335.629318,3028.086191,zone(57),girl,1,0.684465161,1.057159703,0.247477927,1,0.6,5,0,63,0.126859164,1806,258581,668042,1,53.44,58.64,35,3,6,19,20,1.28,0,0,0,2.52,0.12,2.92,0,0.24
11286,children1090,5687.385828,3055.635216,zone(57),boy,1,1.256081685,1.081141455,0.247477927,1,0.6,9,0,63,0.129736975,891,258927,668007,1,82.68,61.16,45,16,14,27,20,1.72,0,7.28,0,7.4,0.16,3.56,0,0.88
11286,children1091,5427.737314,3126.492971,zone(57),boy,1,1.062539799,0.851306111,0.247477927,1,0.6,7,2,63,0.102156733,1906,258664,667940,0,69.04,26.92,12,3,14,25,9,0.44,0,0.68,0,1.96,0.56,1.96,14,0.6
11286,children1092,5370.882862,3051.509946,zone(57),boy,2,1.005658372,0.968959754,0.247477927,1,0.6,5,1,63,0.11627517,1806,258614,668019,0.758512325,68.56,50,21,7,14,25,17,3.16,0,1.96,0,2.48,0.88,2.48,0,0.56
11286,children1093,5493.48023,3092.737333,zone(57),girl,3,1.827536698,1.000990698,0.247477927,1,0.6,7,0,63,0.120118884,1756,258731,667977,1,84.24,73.36,10,2,19,26,25,0.48,0,0.56,0,1.72,0.72,3.04,6,0.96
11286,children1094,5559.394365,3035.169361,zone(57),boy,3,1.514635059,1.139725009,0.247477927,1,0.6,4,0,63,0.136767001,1533,258800,668034,1,104.44,70.6,15,5,18,31,24,0,0,0,0,5.44,1.16,1.4,21,1
11286,children1095,5282.973892,3066.970323,zone(57),boy,2,0.719040541,1.041924028,0.247477927,1,0.6,7,1,126,0.125030883,2021,258536,668004,0,50.2,15.76,33,8,9,22,5,0,0,4.24,0,3.88,0.44,3.72,0,0.24
11286,children1096,5301.511395,3063.610412,zone(57),boy,1,1.214974046,1.047307333,0.247477927,1,0.6,5,0,126,0.12567688,2021,258536,668004,1,86.8,77.28,9,2,14,27,27,0,0,0,0,2.96,0.12,2.48,11,1
11286,children1097,5465.18472,3056.958865,zone(57),boy,3,0.568328069,0.956427751,0.247477927,1,0.6,6,0,63,0.11477133,1780,258711,668009,1,66,75.32,46,10,6,21,26,5.68,0,3.12,0,1.2,0.08,1.96,0,0.64
