cycle,name,location.x,location.y,my_zone,gender,socio,my_fit,outplay,my_crime,my_simd,my_simd_imp,num_friends,num_car,id_catch,my_neigh_prob,dis_school,x_cor,y_cor,school_walk_prob,avg_mvpa,avg_walk,daily_od,daily_od_mvpa,mvpa_home,mvpa_sc,mvpa_road,mvpa_play_field,mvpa_home_garden,mvpa_park,mvpa_PG,mvpa_amenity,mvpa_shops,mvpa_F_home,mvpa_fsa,per_days_sixt
11286,children105,8345.741956,3544.934145,zone(4),girl,2,1.215090607,0.750987779,0.031774567,1,0.6,6,0,79,0.090118534,1784,261587,667521,1,66.32,57.12,16,4,14,23,20,0,0,3.28,0,1.48,0.24,3.04,0,0.64
11286,children106,8374.181045,3453.970667,zone(4),girl,1,0.883686018,1.123048172,0.031774567,1,0.6,3,0,79,0.134765781,1816,261620,667619,1,63.92,66.6,45,7,8,21,23,1.76,0,0.44,0.52,4.36,0.04,0.96,3,0.56
11286,children107,8171.098833,3443.360924,zone(4),girl,1,0.722595505,0.840698394,0.031774567,1,0.6,6,0,79,0.100883807,695,261416,667621,1,47.76,36.4,30,4,7,19,11,1.76,0,1.48,0,1.2,0.36,1.88,2,0.2
11286,children108,8365.458759,3480.226023,zone(4),boy,1,1.134445189,1.120120323,0.031774567,1,0.6,6,0,79,0.134414439,1816,261607,667586,1,86.88,74.56,40,13,12,25,25,2.56,0,4.28,0.2,6.08,0.92,2.92,5,0.96
11286,children109,8201.077991,3420.772567,zone(4),girl,1,0.883742031,1.116724557,0.031774567,1,0.6,4,0,79,0.134006947,1776,261438,667651,1,59,67.76,4,1,8,20,23,0,0,0.48,0,0.52,0.2,2.84,3,0.48
11286,children110,8145.585651,3585.89097,zone(4),girl,1,1.512171306,0.995091399,0.031774567,1,0.6,6,1,79,0.119410968,2625,261391,667486,0,69.84,22.84,19,6,16,25,8,0.6,0,3.52,0,1.88,2.08,2,10,0.68
11286,children111,8440.76883,3453.004567,zone(4),boy,1,0.8813896,0.929602798,0.031774567,1,0.6,6,0,79,0.111552336,679,261689,667616,1,79.64,59.32,18,3,9,24,20,1.48,0,0,0,2.48,0,0,21,1
11286,children112,8454.598151,3411.221155,zone(4),girl,1,1.401017519,0.791552812,0.031774567,1,0.6,5,2,79,0.094986337,1813,261705,667661,0.415785806,64.88,26.24,26,7,14,24,9,3.4,0,2.36,0,1.8,1.16,1.56,5,0.6
11286,children113,8349.961235,3584.878121,zone(4),boy,1,0.795788674,1.012583137,0.031774567,1,0.6,6,0,79,0.121509976,1462,261594,667485,1,69.68,60.52,10,2,9,22,21,0.56,0,0.36,0,1.24,0.32,1.6,11,0.84
11286,children114,8351.48882,3396.772031,zone(4),girl,1,1.447275032,0.705601821,0.031774567,1,0.6,5,1,79,0.084672219,677,261587,667669,0.991507727,82.2,37.24,36,12,13,24,13,3.88,0,5.84,0,2.88,1.16,1.76,15,0.92
11286,children115,8363.492631,3512.895724,zone(4),boy,1,1.049008589,1.04491333,0.031774567,1,0.6,5,0,79,0.1253896,480,261605,667552,1,62.4,31.32,26,8,13,25,11,2.44,0,3.84,0,2.4,0.52,3.2,0,0.56
11286,children116,8376.603694,3405.092246,zone(4),girl,1,0.914290468,0.687777603,0.031774567,1,0.6,4,0,79,0.082533312,676,261609,667666,1,53.48,36.04,28,5,8,20,11,0.24,0,3.12,0,1.88,0.36,0.56,6,0.44
11286,children117,8253.738971,3385.654815,zone(4),boy,1,0.870678491,0.900183475,0.031774567,1,0.6,8,0,79,0.108022017,462,261484,667686,1,56.16,23.04,40,9,12,23,8,0.4,0,3.8,0,5.56,0.12,1.84,0,0.36
11286,children118,8122.860075,3584.153937,zone(4),boy,3,1.002630939,1.233264861,0.031774567,1,0.6,3,0,79,0.147991783,1489,261370,667486,1,81.36,67.8,19,4,12,23,23,0.4,0,0.84,0,3.52,0.12,2.68,14,0.84
11286,children119,7991.562045,3372.712593,zone(5),girl,3,0.700473321,1.405123443,0.523434132,1,0.6,4,1,79,0.168614813,871,261238,667691,0.415999586,40.44,16.56,30,4,7,19,5,0.08,0,1.44,0,2.96,0.32,3.28,0,0.04
11286,children120,7949.997225,3366.832347,zone(5),boy,1,1.338788302,0.545743273,0.523434132,1,0.6,6,2,79,0.065489193,1683,261185,667700,0,70.04,14.24,8,2,17,28,4,1,0,0,0,1.76,0.24,3.52,13,0.76
11286,children121,8017.435836,3457.964046,zone(5),girl,1,1.092477324,0.694333074,0.523434132,1,0.6,8,1,79,0.083319969,928,261261,667615,0.935549975,57.68,35.96,18,3,10,22,11,1.4,0,1.32,0,1.12,0.12,4.72,3,0.32
11286,children122,8186.709592,3320.897929,zone(5),boy,2,1.222075394,0.586646786,0.523434132,1,0.6,6,1,79,0.070397614,654,261416,667547,0.890806425,66.6,24.28,26,9,17,27,8,1.68,0,1.92,0,5.76,0.8,3.12,0,0.56
11286,children123,8032.720378,3617.589316,zone(5),girl,1,1.394743492,0.822575811,0.523434132,1,0.6,9,1,79,0.098709097,1489,261274,667449,0.960915984,74.36,39.08,27,7,16,23,13,1.88,0,2.96,0,2.52,0.2,1.84,10,0.84
11286,children124,7871.918345,3593.471722,zone(5),girl,3,1.277184106,1.093287459,0.523434132,1,0.6,4,1,79,0.131194495,959,261116,667475,0.642344971,54.72,19.36,16,5,14,23,7,0.56,0,3.28,0,1.32,0,4.56,0,0.36
11286,children125,8003.347355,3450.785222,zone(5),girl,1,1.087001011,0.667531867,0.523434132,1,0.6,6,0,79,0.080103824,2084,261238,667619,1,67.84,69.32,18,4,13,22,23,0,0,2,0,2.04,0.96,3.6,0,0.72
11286,children126,7963.424502,3410.53379,zone(5),girl,1,0.330446395,1.059583189,0.523434132,1,0.6,8,0,79,0.127149983,871,261208,667662,1,47.76,60.48,27,1,2,16,21,0,0,0.68,0,1,0.28,0.92,3,0.12
11286,children127,8041.421829,3546.217586,zone(5),girl,2,0.75279611,1.114492979,0.523434132,1,0.6,8,1,79,0.133739157,768,261290,667521,0,46.8,19,35,6,7,19,7,0.28,0,4.12,0,2.56,0.4,1.52,2,0.12
11286,children128,7912.523323,3621.301136,zone(5),boy,2,0.37992462,1.182696635,0.523434132,1,0.6,5,2,79,0.141923596,2115,261146,667444,0,36.08,13.28,33,5,4,19,4,1.96,0,2.72,0,0.56,0.24,1.76,0,0.08
11286,children129,7877.348397,3596.605345,zone(5),girl,3,0.972236929,1.434513832,0.523434132,1,0.6,6,2,79,0.17214166,2073,261116,667475,0,47.2,15.52,34,6,9,21,4,2.6,0,1.76,0,1.88,1.04,1.4,3,0.16
11286,children130,8092.3527,3469.154022,zone(5),girl,2,0.990293815,1.214752449,0.523434132,1,0.6,8,0,79,0.145770294,2084,261338,667599,1,73.64,80.8,22,4,8,21,28,0,0,3.44,0,1.48,0.72,1.72,7,0.84
11286,children131,7853.890326,3629.400823,zone(5),girl,3,0.634199599,0.897559376,0.523434132,1,0.6,9,1,79,0.107707125,959,261101,667443,0.824327427,50.96,42.92,30,3,6,18,15,0.44,0,1.88,0,1.6,0.28,1.56,4,0.4
11286,children132,8044.256588,3500.576512,zone(5),boy,3,0.945681489,1.291701885,0.523434132,1,0.6,6,1,79,0.155004226,948,261302,667564,0.371637766,70.96,25.52,10,2,12,24,8,0.72,0,0.84,0,1.2,0.16,0,22,0.88
11286,children133,7864.285167,3459.703241,zone(5),girl,3,0.3,1.022005895,0.523434132,1,0.6,6,0,79,0.122640707,928,261130,667602,1,51.56,72.96,11,0,2,16,26,0.56,0,0,0,0.36,0.04,0,5,0.08
11286,children134,7251.758478,3485.919176,zone(6),girl,2,1.31640259,1.11323015,0.153385979,1,0.6,5,0,122,0.133587618,1290,260494,667576,1,74.24,64.64,35,8,12,24,22,1.48,0,2.6,0,4.2,0.12,2.48,4,0.8
11286,children135,7224.570714,3656.662152,zone(6),girl,3,0.508309094,0.747020948,0.153385979,1,0.6,7,0,122,0.089642514,1230,260466,667418,1,53.84,57.92,33,4,4,18,21,0.76,0,0.96,0,2.28,0.44,3.92,1,0.4
11286,children136,7173.517329,3380.061701,zone(6),boy,1,0.462521932,1.365648524,0.153385979,1,0.6,7,1,122,0.163877823,1289,260419,667683,0.497739554,47.28,30.16,7,0,6,20,10,0.28,0,0,0,0.68,0.16,1.28,6,0.08
11286,children137,7859.538719,3724.215951,zone(6),boy,4,0.641327749,0.791259304,0.153385979,1,0.6,7,1,122,0.094951116,1681,261105,667347,0.785596661,58.6,45.84,16,4,8,22,16,3.24,0,0,0,0.84,0.12,1.84,5,0.44
11286,children138,7847.833835,3733.744964,zone(6),boy,3,0.748835382,0.991147177,0.153385979,1,0.6,4,0,122,0.118937661,1681,261087,667332,1,78.96,88.36,7,1,8,22,31,0,0,0,0,1.2,0.08,0.6,14,0.92
11286,children139,7263.390082,3719.165088,zone(6),girl,2,0.836783008,0.760014598,0.153385979,1,0.6,5,1,122,0.091201752,1284,260508,667347,0.239782862,43.28,21.28,6,0,8,20,6,0.76,0,0,0,0.2,0.24,2.68,2,0.08
